file,center_1,center_2,center_3,center_4,center_5,center_6,Comment
324,-1.7745914951627664,-0.4010751823210276,0.7691106006081484,-7.436741512233168,-6.116974492340888,-4.264344513390408,Check!!!
325,1.9712529521638067,4.655292352025961,6.769493139896723,-12.145276893329743,-9.72148486770488,-5.9086877413416685,Check!!!
326,3.6657284265506833,7.002065258683357,10.215137671548609,-14.4758628588399,-10.249884964841282,-5.801160791655009,Check!!!
327,2.7102815728536283,6.428017368409123,10.712760319174443,-15.995059217366228,-10.881522310457122,-5.468641311973716,Check!!!
328,-0.34895574058800327,4.021174652054059,8.63080613919253,-15.207657957248747,-9.57297305234996,-3.799257222155403,Check!!!
329,-1.6711727378737287,2.3326150085019006,3.7516970603732105,-7.357671095800656,-5.547751219655434,-1.6713499883497853,Check!!!
330,-11.623858135685706,-1.4709784158997865,9.34936130507208,-11.623861704004808,-7.660843552097501,-5.455981354760094,Check!!!
331,-17.081652391062974,-11.521658658775179,-3.531930820681765,-17.081878682347902,-15.002155640067931,-12.14890883836379,Check!!!
332,-12.882232061776723,-7.9858705971514885,0.794905372680937,-19.98958910130019,-20.972597540381816,-10.618942054099639,Check!!!
333,-15.731334547752317,-15.012174006776947,-13.884125890385281,-22.68346351982688,-23.24748047234922,-23.505603410308577,Check!!!
334,-19.120927015096107,-19.12087805414205,-18.190598991742885,-24.755234539202558,-23.484451066624548,-21.704861987869148,Check!!!
335,-23.59083059179735,-21.102786657356912,-18.49906247547906,-22.64546463547861,-21.102678641038608,-19.058156209855976,Check!!!
336,-21.539815771531384,-18.27483518426195,-15.26027336209614,-22.866024609319368,-19.98302116284622,-16.942805542968134,Check!!!
337,-17.327402497570016,-15.86327493229244,-12.636850720236854,-28.366537093103265,-19.506804706078682,-12.63689927734921,Check!!!
